CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
1919,183,132,52,Rear-wheel drive,Cadillac 4.6L 8 Cylinder 320 hp 315 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,24,Automatic transmission,2010 Cadillac STS Performance V8,Cadillac,2010 Cadillac STS,2010,320,315
1920,183,132,52,All-wheel drive,Cadillac 4.6L 8 Cylinder 320 hp 315 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Cadillac STS Performance V8 AWD,Cadillac,2010 Cadillac STS,2010,320,315
1921,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,15,Automatic transmission,2011 Ford Expedition XL,Ford,2011 Ford Expedition,2011,310,365
1922,181,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Ford Expedition XL 4WD,Ford,2011 Ford Expedition,2011,310,365
1923,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,15,Automatic transmission,2011 Ford Expedition XLT,Ford,2011 Ford Expedition,2011,310,365
1924,181,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2011 Ford Expedition XLT 4WD,Ford,2011 Ford Expedition,2011,310,365
1925,181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,15,Automatic transmission,2011 Ford Expedition XL EL,Ford,2011 Ford Expedition,2011,310,365
1926,181,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Ford Expedition XL EL 4WD,Ford,2011 Ford Expedition,2011,310,365
1927,181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,15,Automatic transmission,2011 Ford Expedition XLT EL,Ford,2011 Ford Expedition,2011,310,365
1928,181,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2011 Ford Expedition XLT EL 4WD,Ford,2011 Ford Expedition,2011,310,365
1929,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Ford Expedition Limited,Ford,2011 Ford Expedition,2011,310,365
1930,181,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2011 Ford Expedition Limited 4WD,Ford,2011 Ford Expedition,2011,310,365
1931,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,15,Automatic transmission,2011 Ford Expedition King Ranch,Ford,2011 Ford Expedition,2011,310,365
1932,181,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Ford Expedition King Ranch 4WD,Ford,2011 Ford Expedition,2011,310,365
1933,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Ford Expedition Limited EL,Ford,2011 Ford Expedition,2011,310,365
1934,181,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2011 Ford Expedition Limited EL 4WD,Ford,2011 Ford Expedition,2011,310,365
1935,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,15,Automatic transmission,2011 Ford Expedition King Ranch EL,Ford,2011 Ford Expedition,2011,310,365
1936,181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Ford Expedition XL,Ford,2011 Ford Expedition,2011,310,365
1937,203,213,113,Rear-wheel drive,Dodge 3.6L 6 Cylinder 292 hp 260 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Dodge Charger SE,Dodge,2011 Dodge Charger,2011,292,260
1938,203,213,113,All-wheel drive,Dodge 5.7L 8 Cylinder 370 hp 395 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2011 Dodge Charger R/T AWD,Dodge,2011 Dodge Charger,2011,370,395
1939,203,213,113,Rear-wheel drive,Dodge 3.6L 6 Cylinder 292 hp 260 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Dodge Charger R/T,Dodge,2011 Dodge Charger,2011,292,260
1940,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2011 Mazda Mazda6 i Sport,Mazda,2011 Mazda Mazda6,2011,170,167
1941,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Mazda Mazda6 i Sport AT,Mazda,2011 Mazda Mazda6,2011,170,167
1942,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Mazda Mazda6 i Touring,Mazda,2011 Mazda Mazda6,2011,170,167
1943,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Mazda Mazda6 i Touring Plus,Mazda,2011 Mazda Mazda6,2011,170,167
1944,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Mazda Mazda6 i Grand Touring,Mazda,2011 Mazda Mazda6,2011,170,167
1945,190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Mazda Mazda6 s Touring Plus,Mazda,2011 Mazda Mazda6,2011,272,269
1946,190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Mazda Mazda6 s Grand Touring,Mazda,2011 Mazda Mazda6,2011,272,269
1947,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 GMC Acadia SL,GMC,2011 GMC Acadia,2011,288,270
1948,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 GMC Acadia SL AWD,GMC,2011 GMC Acadia,2011,288,270
1949,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 GMC Acadia SLE,GMC,2011 GMC Acadia,2011,288,270
1950,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 GMC Acadia SLE AWD,GMC,2011 GMC Acadia,2011,288,270
1951,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 GMC Acadia SLT-1,GMC,2011 GMC Acadia,2011,288,270
1952,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 GMC Acadia SLT-1 AWD,GMC,2011 GMC Acadia,2011,288,270
1953,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 GMC Acadia SLT-2,GMC,2011 GMC Acadia,2011,288,270
1954,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 GMC Acadia SLT-2 AWD,GMC,2011 GMC Acadia,2011,288,270
1955,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 GMC Acadia Denali,GMC,2011 GMC Acadia,2011,288,270
1956,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 GMC Acadia Denali AWD,GMC,2011 GMC Acadia,2011,288,270
1957,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2010 Mazda Mazda6 i SV,Mazda,2010 Mazda Mazda6,2010,170,167
1958,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2010 Mazda Mazda6 i Sport,Mazda,2010 Mazda Mazda6,2010,170,167
1959,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Mazda Mazda6 i Sport AT,Mazda,2010 Mazda Mazda6,2010,170,167
1960,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,29,Manual transmission,2010 Mazda Mazda6 i Touring,Mazda,2010 Mazda Mazda6,2010,170,167
1961,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2010 Mazda Mazda6 i Touring AT,Mazda,2010 Mazda Mazda6,2010,170,167
1962,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2010 Mazda Mazda6 i Touring Plus,Mazda,2010 Mazda Mazda6,2010,170,167
1963,190,55,46,Front-wheel drive,Mazda 2.5L 4 Cylinder 170hp 167 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2010 Mazda Mazda6 i Grand Touring,Mazda,2010 Mazda Mazda6,2010,170,167
1964,190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Mazda Mazda6 s Touring Plus,Mazda,2010 Mazda Mazda6,2010,272,269
1965,190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Mazda Mazda6 s Grand Touring,Mazda,2010 Mazda Mazda6,2010,272,269
1966,198,219,100,Rear-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Dodge Charger Rallye,Dodge,2010 Dodge Charger,2010,250,250
1967,198,219,100,All-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Dodge Charger Rallye AWD,Dodge,2010 Dodge Charger,2010,250,250
1968,198,219,100,All-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Dodge Charger SXT Fleet AWD,Dodge,2010 Dodge Charger,2010,250,250
1969,186,219,100,Rear-wheel drive,Dodge 6.1L 8 Cylinder 425 HP 420 FT-LBS,TRUE,5,5 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2010 Dodge Charger SRT8,Dodge,2010 Dodge Charger,2010,425,420
1970,198,219,100,All-wheel drive,Dodge 5.7L 8 Cylinder 368 hp 395 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Dodge Charger RT AWD,Dodge,2010 Dodge Charger,2010,368,395
1971,198,219,100,Rear-wheel drive,Dodge 5.7L 8 Cylinder 368 hp 395 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Dodge Charger RT,Dodge,2010 Dodge Charger,2010,368,395
1972,198,219,100,All-wheel drive,Dodge 5.7L 8 Cylinder 368 hp 395 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Dodge Charger RT Fleet AWD,Dodge,2010 Dodge Charger,2010,368,395
1973,198,219,100,All-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Dodge Charger Fleet,Dodge,2010 Dodge Charger,2010,250,250
1974,198,219,100,Rear-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Dodge Charger SXT Fleet,Dodge,2010 Dodge Charger,2010,250,250
1975,9,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,2011 Dodge Durango Express,Dodge,2011 Dodge Durango,2011,290,260
1976,9,211,133,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Dodge Durango Express AWD,Dodge,2011 Dodge Durango,2011,290,260
1977,27,211,133,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Dodge Durango Heat AWD,Dodge,2011 Dodge Durango,2011,290,260
1978,27,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,2011 Dodge Durango Heat,Dodge,2011 Dodge Durango,2011,290,260
1979,9,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,2011 Dodge Durango Crew,Dodge,2011 Dodge Durango,2011,290,260
1980,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Expedition SSV,Ford,2010 Ford Expedition,2010,310,365
1981,168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition SSV 4WD,Ford,2010 Ford Expedition,2010,310,365
1982,168,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition SSV EL,Ford,2010 Ford Expedition,2010,310,365
1983,168,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition SSV EL 4WD,Ford,2010 Ford Expedition,2010,310,365
1984,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Expedition XLT,Ford,2010 Ford Expedition,2010,310,365
1985,168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition XLT 4WD,Ford,2010 Ford Expedition,2010,310,365
1986,168,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Expedition XLT EL,Ford,2010 Ford Expedition,2010,310,365
1987,168,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition XLT EL 4WD,Ford,2010 Ford Expedition,2010,310,365
1988,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition Limited,Ford,2010 Ford Expedition,2010,310,365
1989,168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition Limited 4WD,Ford,2010 Ford Expedition,2010,310,365
1990,168,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition Limited EL,Ford,2010 Ford Expedition,2010,310,365
1991,168,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Ford Expedition Limited EL 4WD,Ford,2010 Ford Expedition,2010,310,365
1992,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition Eddie Bauer,Ford,2010 Ford Expedition,2010,310,365
1993,168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Ford Expedition Eddie Bauer 4WD,Ford,2010 Ford Expedition,2010,310,365
1994,168,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition Eddie Bauer EL,Ford,2010 Ford Expedition,2010,310,365
1995,168,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Ford Expedition Eddie Bauer EL 4WD,Ford,2010 Ford Expedition,2010,310,365
1996,168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford Expedition King Ranch,Ford,2010 Ford Expedition,2010,310,365
1997,168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Ford Expedition King Ranch 4WD,Ford,2010 Ford Expedition,2010,310,365
1998,168,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2010 Ford Expedition King Ranch EL,Ford,2010 Ford Expedition,2010,310,365
1999,168,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Ford Expedition King Ranch EL 4WD,Ford,2010 Ford Expedition,2010,310,365
2000,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata Sport - Soft Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2001,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Mazda MX-5 Miata Sport - Soft Top AT,Mazda,2011 Mazda MX-5 Miata,2011,158,140
2002,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata Touring - Soft Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2003,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Mazda MX-5 Miata Touring - Soft Top AT,Mazda,2011 Mazda MX-5 Miata,2011,158,140
2004,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata Grand Touring - Soft Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2005,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Mazda MX-5 Miata  Grand Touring - Soft Top AT,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2006,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2007,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,Mazda,2011 Mazda MX-5 Miata,2011,158,140
2008,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata  Grand Touring - Power Retractable Hard Top,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2009,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Mazda,2011 Mazda MX-5 Miata,2011,158,140
2010,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2011 Mazda MX-5 Miata Special Edition,Mazda,2011 Mazda MX-5 Miata,2011,167,140
2011,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 158 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Mazda MX-5 Miata  Special Edition AT,Mazda,2011 Mazda MX-5 Miata,2011,158,140
2012,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2010 Mazda MX-5 Miata Sport,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2013,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 Miata Sport AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2014,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2010 Mazda MX-5 Miata Touring,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2015,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 MiataTouring AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2016,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2010 Mazda MX-5 Miata Grand Touring,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2017,220,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 Miata Grand Touring AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2018,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2010 Mazda MX-5 Miata Touring - Power Retractable Hard Top,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2019,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 Miata Touring - Power Retractable Hard Top AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2020,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2021,230,155,183,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 140 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Mazda MX-5 Miata Grand Touring - Power Retractable Hard Top AT,Mazda,2010 Mazda MX-5 Miata,2010,167,140
2022,61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2011 Mazda RX-8 Sport,Mazda,2011 Mazda RX-8,2011,232,159
2023,61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Mazda RX-8 Sport AT,Mazda,2011 Mazda RX-8,2011,212,159
